Year,CP,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
"2001","47729","London","Westminster","A4207","PU","525000","181660","A404","A4206","0.8","213","136","3296","284","456","46","7","1","1","0","0","56","4228"
"2001","47730","London","Westminster","A4209","PU","527000","181280","Bayswater Rd","A5/A501","0.62","98","183","3596","154","450","62","10","2","1","1","0","75","4458"
"2001","47788","London","Westminster","A5205","PU","527001","182750","A5","A41","0.49","109","150","2931","26","412","99","12","3","3","2","2","121","3640"
"2001","47874","London","Westminster","A400","PU","530000","180670","Trafalgar Sq","A401","0.37","158","264","1489","128","303","42","4","3","0","0","0","50","2234"
"2001","48009","London","Westminster","A3214","PU","528900","179200","Grosvenor Gardens / Victoria Street","Lower Grosvenor Place / Bressender Place","0.12","24","50","409","74","46","9","1","0","0","0","0","10","589"
"2001","48010","London","Westminster","A5204","PU","528500","181330","A41","A4201","0.62","166","350","3387","7","408","90","4","0","2","0","0","97","4249"
"2001","48251","London","Westminster","A501","PU","527270","181770","A5","Old Marylebone Rd","0.24","53","411","5065","57","878","214","27","23","6","7","4","281","6691"
"2001","48517","London","Westminster","A4","PU","530070","180460","Northumberland Ave","St Martins Pl","0.06","22","66","639","46","91","14","1","1","0","0","0","16","859"
"2001","48552","London","Westminster","A3211","PU","531000","180790","A400","LA Boundary","0.62","303","1476","10362","242","1762","292","29","27","6","6","3","364","14206"
"2001","48553","London","Westminster","A302","PU","530239","179670","Parliament Square","A3211","0.12","123","255","1462","58","187","39","4","2","1","0","0","47","2009"
"2001","48576","London","Westminster","A3216","PU","528561","177902","LA Boundary","A3212 Grosvenor Rd","0.06","43","45","729","22","135","25","2","1","0","1","1","31","960"
"2001","48577","London","Westminster","A301","PU","530650","180750","A4","LA Boundary","0.18","260","274","2521","142","274","69","3","1","0","0","0","73","3285"
"2001","48578","London","Westminster","A302","PU","530393","179673","LA Boundary","A3211","0.12","62","114","1427","73","196","25","2","0","0","0","0","28","1838"
"2001","48613","London","Westminster","A4","PU","530840","181050","A301","Strand","0.12","78","151","1223","110","225","39","3","3","1","0","0","46","1755"
"2001","48821","London","Westminster","A3213","PU","529300","178500","A3214","A202","0.8","73","86","3244","174","515","92","15","5","11","10","7","139","4159"
"2001","56117","London","Westminster","A4","PU","530810","180940","Aldwych","Aldwych","0.24","143","318","2727","177","493","82","6","1","1","0","0","90","3805"
"2001","56431","London","Westminster","A40","PU","529080","181250","Regent St","Great Portland St","0.06","67","18","192","37","23","3","0","0","0","0","0","4","273"
"2001","56433","London","Westminster","A3214","PU","528800","179000","A3213","Victoria St","0.18","61","53","777","138","82","13","1","0","0","0","0","15","1065"
"2001","56592","London","Westminster","A202","PU","530100","178200","A3212","LA Boundary","0.12","116","158","1819","65","342","114","12","7","2","3","3","141","2525"
"2001","56625","London","Westminster","A40","PU","528000","181020","Marble Arch","A41 Portman St","0.18","63","51","886","257","116","26","2","1","2","1","2","33","1344"
"2001","56890","London","Westminster","A302","PU","530000","179550","Bressenden Place","Parliament Square","0.74","349","354","5473","572","949","133","10","5","4","0","1","153","7501"
"2001","57536","London","Westminster","A302","PU","528947","179161","Wilton Rd/Vauxhall Bridge Rd","Buckingham Palace Rd","0.12","5","18","530","74","108","15","2","2","1","0","1","20","750"
"2001","57537","London","Westminster","A501","PU","527862","181939","A41","A41","0.12","41","220","2834","71","423","129","11","9","8","6","11","174","3722"
"2001","57910","London","Westminster","A202","PU","529040","178950","Vauxhall Bridge Rd","Victoria St/Vauxhall Bridge Rd","0.18","45","98","1167","59","174","56","3","1","1","1","2","64","1562"
"2001","58136","London","Westminster","A4","PU","529750","180380","Waterloo Pl","Cockspur St","0.06","14","61","521","49","107","17","1","1","0","0","0","20","757"
"2001","58172","London","Westminster","A202","PU","529621","178557","Wilton Rd","A3213","0.62","226","278","4414","244","853","128","16","11","8","7","12","181","5969"
"2001","58173","London","Westminster","A4206","PU","526760","181690","Bishop's Bridge Rd roundabout","Edgware Rd","0.37","116","155","2200","65","480","91","26","5","4","1","2","128","3029"
"2001","70181","London","Westminster","A40","PU","526950","181700","A4206","A5/A501","0.12","26","205","2532","28","439","107","14","11","3","3","2","140","3346"
"2001","70190","London","Westminster","A4201","PU","529080","181350","A40","A5204","0.15","52","42","287","0","46","5","0","0","0","0","0","5","380"
"2001","70191","London","Westminster","A5204","PU","529000","181480","A4201 Langham Place","A4201 Great Portland St","0.06","42","64","236","1","44","13","1","0","0","0","0","14","360"
"2001","70192","London","Westminster","A400","PU","530250","180330","Trafalgar Sq","A3211","0.24","26","130","1418","26","140","32","2","3","0","0","0","38","1752"
"2001","73225","London","Westminster","A4200","PU","530697","181140","A4","LA Boundary","0.12","66","122","986","76","185","30","3","1","0","0","1","35","1446"
"2001","74534","London","Westminster","A40","PU","525432","181677","LA Boundary","A4206","1.24","0","1368","33365","294","5622","704","66","97","49","46","38","998","41648"
"2001","74971","London","Westminster","A302","PU","528737","179285","Buckingham Palace Rd/Victoria St","lower Grosvenor Place","0.16","47","52","1485","109","210","43","5","3","3","2","2","57","1913"
"2001","74972","London","Westminster","A5","PU","527100","181660","A40","Praed St","0.06","46","33","621","36","57","10","2","1","0","0","1","15","762"
"2001","74973","London","Westminster","A41","PU","528050","181300","Gloucester Place","Baker St","0.12","14","16","240","3","21","3","0","0","0","0","0","3","283"
"2001","74974","London","Westminster","A41","PU","527900","181810","Gloucester Place","Baker St","0.12","1","4","89","2","16","7","0","0","0","0","0","8","119"
"2001","74975","London","Westminster","A41","PU","528000","181230","Seymour St","Portman Sq (north)","0.06","18","24","349","36","45","7","1","1","1","0","0","10","465"
"2001","74976","London","Westminster","A41","PU","528130","181300","Portman Sq (north)","Wigmore St","0.06","8","23","263","23","41","7","1","0","0","0","0","8","359"
"2001","74977","London","Westminster","A41","PU","527800","181860","York St","Marylebone Rd","0.06","18","24","349","36","45","7","1","1","1","0","0","10","465"
"2001","74978","London","Westminster","A41","PU","527950","181900","Marylebone Rd","York St","0.06","8","23","263","23","41","7","1","0","0","0","0","8","359"
"2001","81119","London","Westminster","A301","PU","530640","180950","A301","LA Boundary","0.43","13","178","1818","13","258","14","0","0","1","0","0","16","2136"
"2002","6119","London","Westminster","A4","PU","531060","181090","Aldwych","LA Boundary","0.18","144","166","1348","133","153","22","2","0","0","0","0","25","1824"
"2002","6120","London","Westminster","A4","PU","528900","180220","Hyde Park Corner","St James St","0.55","189","796","6717","395","944","207","19","7","2","1","0","237","9090"
"2002","6152","London","Westminster","A5","PU","527500","181240","Sussex Gdns","Seymour St","0.37","208","223","3088","246","616","215","19","12","6","4","4","260","4433"
"2002","6426","London","Westminster","A40","PU","528500","181100","Orchard St","Regent St","0.49","196","42","620","803","53","14","2","0","0","0","0","16","1533"
"2002","6459","London","Westminster","A41","PU","528000","181700","York St","Portman Sq (north)","0.31","48","83","1428","140","154","37","2","1","2","1","1","43","1849"
"2002","6896","London","Westminster","A315","PU","527000","179700","LA Boundary","A4/A3216","1.05","155","855","5726","406","1055","141","14","13","4","1","1","174","8216"
"2002","7603","London","Westminster","A3212","PU","530200","179300","A3203","Parliament Square","0.43","361","524","3373","160","561","111","10","7","4","6","2","140","4758"
"2002","7672","London","Westminster","A4201","PU","528800","181700","A5204","A501","0.49","264","303","2591","129","343","70","4","1","2","1","0","78","3446"
"2002","7934","London","Westminster","A3214","PU","528600","178600","B302","A3213","0.55","219","157","2166","454","278","47","3","1","0","1","1","52","3108"
"2002","8083","London","Westminster","A41","PU","527410","182550","A41","A5205","0.43","37","139","3411","231","381","61","7","5","5","3","2","83","4245"
"2002","8448","London","Westminster","A4","PU","529610","180500","Pall Mall","Piccadilly Circus","0.18","59","130","703","120","161","39","4","1","0","0","0","44","1158"
"2002","16108","London","Westminster","A4","PU","530400","180700","Northumberland Ave","A301","0.43","433","420","3604","305","421","91","9","3","1","0","1","106","4856"
"2002","16142","London","Westminster","A302","PU","528600","179500","A3217","A4","0.37","78","189","7193","506","907","174","23","19","14","7","6","243","9038"
"2002","16435","London","Westminster","A41","PU","527750","182000","A501","A41 Park Rd","0.31","21","68","1231","118","151","26","3","1","2","1","1","35","1602"
"2002","17015","London","Westminster","A404","PU","524000","182440","LA Boundary","A4207","0.68","171","263","3848","114","589","116","10","7","4","3","1","143","4957"
"2002","17567","London","Westminster","A3203","PU","530350","178960","A3212","LA Boundary","0.12","68","124","1000","72","248","26","4","1","0","0","0","31","1476"
"2002","17572","London","Westminster","A3212","PU","529800","178030","A3216","A202","0.99","494","1260","9689","116","1802","364","34","25","11","19","13","465","13332"
"2002","17574","London","Westminster","A3217","PU","528900","179330","A302","A3214","0.12","37","91","1470","143","231","35","7","3","1","1","1","49","1984"
"2002","17638","London","Westminster","A4201","PU","529100","181000","Piccadilly Circus","A40","0.55","545","895","3557","577","728","121","12","3","3","0","0","139","5896"
"2002","17639","London","Westminster","A4202","PU","528089","180542","A4 Hyde Park Corner","Marble Arch","0.86","156","1315","29883","1507","2275","956","67","32","10","14","19","1097","36076"
"2002","17641","London","Westminster","A501","PU","527370","181750","A5/A4209","Marylebone Rd","0.18","68","56","643","33","76","21","3","6","1","1","0","32","840"
"2002","17691","London","Westminster","A401","PU","529761","180893","Piccadilly Circus","A400","0.31","136","307","1647","105","545","68","4","1","1","1","0","75","2679"
"2002","17917","London","Westminster","A3214","PU","528970","179400","A3217","Buckingham Gate","0.18","102","107","1230","40","77","12","1","0","0","0","0","13","1466"
"2002","18169","London","Westminster","A5204","PU","528000","181174","A5","A41","0.24","72","78","660","0","19","66","52","1","0","0","0","120","876"
"2002","18454","London","Westminster","A501","PU","528800","182200","A501","A4201","0.12","62","162","2019","27","86","302","184","6","4","2","0","499","2793"
"2002","18478","London","Westminster","A5","PU","526000","182930","B414","A5205","0.8","285","343","5879","180","796","146","12","6","6","6","6","183","7381"
"2002","18664","London","Westminster","A3214","PU","530000","179686","Horse Guards Road","Parliament Sq","0.18","61","95","1010","0","11","45","32","1","0","0","0","78","1195"
"2002","18738","London","Westminster","A3213","PU","528600","178960","Hobart Place","A3214","0.24","44","67","1092","30","163","37","3","1","1","1","2","45","1397"
"2002","26114","London","Westminster","A4","PU","529395","180534","St James St","Regent Street/ Picc Circus","0.31","78","148","930","132","383","60","4","1","1","1","0","67","1661"
"2002","26146","London","Westminster","A5","PU","527180","181580","Praed St","A501/A4209","0.12","87","62","1108","83","102","21","5","2","1","0","2","31","1387"
"2002","26429","London","Westminster","A501","PU","527600","181860","Old Marylebone Rd","A41 Gloucester Place","0.24","131","388","5852","100","724","185","12","20","15","14","9","254","7318"
"2002","26432","London","Westminster","A402","PU","527000","180830","Westbourne Street","Marble Arch","0.68","174","518","6635","326","1095","200","14","7","4","1","3","229","8803"
"2002","26464","London","Westminster","A41","PU","527910","182000","Gloucester Place","Marylebone Rd","0.31","18","46","1658","129","134","23","1","2","3","2","0","32","1999"
"2002","26465","London","Westminster","A41","PU","528030","181100","A40","A5204","0.12","35","45","623","84","82","15","2","3","1","0","0","21","855"
"2002","27236","London","Westminster","A501","PU","528000","182004","Baker St","Park Crescent (mid-junction)","0.49","253","621","9069","324","1730","295","33","30","14","12","11","395","12139"
"2002","27663","London","Westminster","A3212","PU","530150","180000","A302","Northumberland Ave","0.49","614","793","4913","901","913","188","19","6","2","2","2","220","7739"
"2002","27667","London","Westminster","A3217","PU","528340","179000","LA Boundary","Ecclestone St","0.31","149","175","1659","17","216","47","7","1","0","0","0","56","2123"
"2002","27735","London","Westminster","A4206","PU","526400","181500","A4205","A40","0.18","19","54","1771","10","221","37","2","2","0","0","0","41","2097"
"2002","27787","London","Westminster","A5205","PU","528000","183640","A41","LA Boundary","0.93","127","387","6371","105","1431","218","14","12","5","1","0","250","8543"
"2002","28121","London","Westminster","A5204","PU","529193","181549","A4201","LA Boundary","0.24","70","169","1031","2","204","26","2","1","0","0","0","29","1435"
"2002","28477","London","Westminster","A4","PU","529730","180540","Piccadilly Circus","Pall Mall East","0.24","88","200","1584","269","271","88","5","4","0","1","1","99","2424"
"2002","28513","London","Westminster","A302","PU","529060","179150","Wilton Rd/Vauxhall Bridge Rd","Bressenden Place","0.06","8","27","454","31","81","18","3","1","0","0","0","22","615"
"2002","28514","London","Westminster","A5204","PU","528114","181216","A41","A41","0.12","36","39","330","0","9","33","26","1","0","0","0","60","438"
"2002","36150","London","Westminster","A5","PU","527700","181040","A5204","Marble Arch","0.12","42","70","1159","116","266","47","4","2","1","1","1","56","1668"
"2002","36435","London","Westminster","A40","PU","528150","181050","A41","A41","0.12","62","26","411","201","40","8","1","0","1","0","0","10","689"
"2002","36436","London","Westminster","A402","PU","525962","180603","LA Boundary","Westbourne St/Lancaster Terrace","0.8","522","739","8292","383","1118","161","13","25","5","1","1","206","10737"
